Team,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8
River Plate,Peñarol,América,Peñarol (Away),Botafogo (Away),Pachuca,Botafogo,Pachuca (Away),América (Away)
Botafogo,América (Away),Pachuca (Away),Peñarol,Peñarol (Away),Pachuca,América
Pachuca,Peñarol,América (Away),América,Peñarol (Away)
Peñarol,América,América (Away)
América
Dummy,Pachuca,Botafogo (Away),América,Peñarol (Away),Botafogo,River Plate (Away),Pachuca (Away),América (Away),Peñarol,River Plate
