Team,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8
Real Madrid,ES Tunis (Away),Al Ain (Away),Al Ain,Al Ahly (Away),Al-Hilal (Away),ES Tunis,Al-Hilal,Al Ahly
Al-Hilal,Al Ain,Al Ahly (Away),ES Tunis (Away),ES Tunis,Al Ahly,Al Ain (Away)
Al Ahly,ES Tunis,Al Ain,Al Ain (Away),ES Tunis (Away)
ES Tunis,Al Ain (Away),Al Ain
Al Ain
Dummy,Real Madrid,Al-Hilal (Away),ES Tunis,Real Madrid (Away),Al-Hilal,Al Ain,Al Ahly (Away),Al Ain (Away),Al Ahly,ES Tunis (Away)
