Team,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8
Manchester City,Columbus Crew (Away),Bayern Munchen,Borussia Dortmund (Away),Bayern Munchen (Away),Borussia Dortmund,Columbus Crew,Yokohama F. Marinos,Yokohama F. Marinos (Away)
Bayern Munchen,Borussia Dortmund,Columbus Crew (Away),Yokohama F. Marinos,Borussia Dortmund (Away),Yokohama F. Marinos (Away),Columbus Crew
Borussia Dortmund,Yokohama F. Marinos (Away),Columbus Crew,Yokohama F. Marinos,Columbus Crew (Away)
Columbus Crew,Yokohama F. Marinos,Yokohama F. Marinos (Away)
Yokohama F. Marinos
Dummy,Yokohama F. Marinos (Away),Columbus Crew (Away),Bayern Munchen (Away),Yokohama F. Marinos,Bayern Munchen,Manchester City,Borussia Dortmund (Away),Columbus Crew,Manchester City (Away),Borussia Dortmund
