Team,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8
Atlético Mineiro,Monterrey (Away),Auckland City,Pirae,Auckland City (Away),Mamelodi Sundowns,Pirae (Away),Monterrey,Mamelodi Sundowns (Away)
Monterrey,Mamelodi Sundowns,Auckland City,Mamelodi Sundowns (Away),Pirae (Away),Auckland City (Away),Pirae
Mamelodi Sundowns,Pirae,Auckland City,Pirae (Away),Auckland City (Away)
Auckland City,Pirae (Away),Pirae
Pirae
Dummy,Mamelodi Sundowns,Pirae (Away),Mamelodi Sundowns (Away),Atlético Mineiro,Monterrey,Auckland City (Away),Monterrey (Away),Atlético Mineiro (Away),Pirae,Auckland City
