0,1130.56,689.35,5994.64,9458.18,1
1130.56,0,471.01,7121.34,9373.49,1
689.35,471.01,0,6680.78,9277.2,1
5994.64,7121.34,6680.78,0,10555.7,1
9458.18,9373.49,9277.2,10555.7,0,1
1,1,1,1,1,0
