0,1961.17,7420.95,219.67,7372.57,1
1961.17,0,7683.68,1813.28,7665.59,1
7420.95,7683.68,0,7588.36,98.3,1
219.67,1813.28,7588.36,0,7542.05,1
7372.57,7665.59,98.3,7542.05,0,1
1,1,1,1,1,0
